index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales predictions
694351,337,1,3/24/2015,301,1,0,0,0,3422.05
236036,602,2,7/23/2014,540,1,0,0,0,5146.03
283833,447,3,6/19/2014,646,1,1,0,0,5618.655
75942,478,5,2/22/2014,507,1,0,0,0,4557.003333333333
150784,499,5,6/6/2015,810,1,0,0,0,6419.11
27492,410,4,7/10/2015,679,1,0,0,1,5007.17
641210,375,1,7/23/2013,637,1,0,0,1,6283.43
268223,137,0,5/25/2015,0,0,0,1,0,0
435761,333,2,5/21/2014,1273,1,1,0,0,10178.6
86559,283,2,2/13/2013,600,1,0,0,1,5645.85
7232,491,3,1/9/2014,528,1,1,0,0,6280.95
678375,89,5,4/13/2013,420,1,0,0,0,3968.73
172156,4,1,1/28/2014,1115,1,0,0,0,7489.32
256582,708,0,7/8/2013,365,1,0,0,0,3050.84
631226,191,0,3/2/2015,673,1,1,0,0,7934.77
285924,1087,3,12/11/2014,533,1,0,0,0,5315.31
398161,725,5,4/12/2014,523,1,0,0,0,4875.05
709506,360,0,8/4/2014,902,1,1,0,1,9591.55
134258,209,2,7/17/2013,700,1,1,0,1,7520.56
665420,1034,5,9/6/2014,237,1,0,0,0,2166.22
221197,467,3,4/11/2013,1409,1,1,0,0,11931.01
170017,250,1,6/10/2014,651,1,0,0,0,7490.82
26056,573,6,11/17/2013,0,0,0,0,0,0
624423,832,2,1/21/2015,411,1,0,0,0,4248.13
640776,902,3,12/5/2013,714,1,1,0,0,7627.84
428512,55,6,8/10/2014,0,0,0,0,0,0
2186,630,3,8/1/2013,945,1,1,0,1,8408.78
595937,667,5,11/15/2014,780,1,0,0,0,7646.26
398402,1025,6,4/28/2013,0,0,0,0,0,0
537699,279,2,5/15/2013,512,1,1,0,0,6609.58
386277,98,4,3/14/2014,433,1,0,0,0,4375.32
481519,687,6,6/30/2013,0,0,0,0,0,0
181633,252,3,2/27/2014,563,1,0,0,0,6161.15
399409,278,2,6/10/2015,684,1,0,0,0,5672.6
141673,266,6,8/11/2013,0,0,0,0,0,0
225578,479,5,11/23/2013,923,1,0,0,0,8556.21
14049,454,5,5/2/2015,348,1,0,0,0,3308.96
383854,613,1,1/15/2013,899,1,0,0,0,5480.67
113610,271,1,12/24/2013,349,1,0,0,1,3446.67
606479,15,5,7/11/2015,598,1,0,0,0,5425.998
48845,752,1,11/19/2013,548,1,1,0,0,6443.09
683046,345,2,6/5/2013,517,1,1,0,0,5156.21
116640,25,6,9/8/2013,0,0,0,0,0,0
618211,582,1,11/12/2013,995,1,0,0,0,7179.01
79923,901,6,4/12/2015,0,0,0,0,0,0
594854,411,6,1/5/2014,0,0,0,0,1,0
455679,186,1,6/16/2015,486,1,1,0,0,5683.2
275938,718,3,2/12/2015,762,1,0,0,0,6499.68
470764,993,5,1/3/2015,515,1,0,0,0,4953.15
482891,945,2,4/30/2014,668,1,1,0,1,6660.03
426370,257,4,7/26/2013,512,1,0,0,1,4582.475
387322,188,0,1/28/2013,330,1,0,0,0,3307.42
545589,204,0,11/11/2013,532,1,0,0,0,5169.83
383121,406,6,6/8/2014,0,0,0,0,0,0
696854,303,4,5/22/2015,653,1,1,0,0,6403.293333333332
342956,790,0,7/8/2013,655,1,0,0,1,6151.04
484930,625,2,4/29/2015,679,1,1,0,0,7333.557166666666
617796,1057,3,1/10/2013,647,1,1,0,0,6274.98
243209,1091,5,5/4/2013,589,1,0,0,0,6514.52
436799,1088,3,1/15/2015,598,1,1,0,0,6363.866666666668
3131,854,4,12/12/2014,679,1,0,0,0,6330.485
224996,758,4,7/12/2013,685,1,0,0,0,5941.76
509726,36,0,1/14/2013,1116,1,0,0,0,8907.57
701809,385,2,2/5/2014,705,1,1,0,0,8494.15
411731,782,0,9/9/2013,615,1,1,0,0,6510.33
303536,972,3,10/16/2014,336,1,0,0,0,2633.4
672524,842,4,4/3/2015,0,0,1,1,1,0
223752,114,4,4/26/2013,595,1,1,0,0,5815.26
116392,697,3,3/27/2014,866,1,0,0,0,8140.31
492052,618,5,12/6/2014,611,1,0,0,0,5529.32
42872,455,4,11/7/2014,494,1,1,0,0,7079.95
198835,43,2,2/5/2014,714,1,1,0,0,8332.19
645515,900,1,5/28/2013,577,1,1,0,1,6649.9
112589,816,3,5/15/2014,728,1,0,0,0,5495.69
170114,88,0,11/11/2013,560,1,0,0,0,5218.39
136923,911,4,11/28/2014,1139,1,1,0,0,12992.61
312071,877,2,3/5/2014,998,1,1,0,0,7680.69
495984,270,1,5/13/2014,1132,1,0,0,0,7700.38
387293,239,5,5/11/2013,490,1,0,0,0,4781.64
231371,511,0,7/7/2014,784,1,0,0,0,5490.99
513861,726,0,7/8/2013,1142,1,0,0,0,9992.09
98977,73,5,1/18/2014,271,1,0,0,0,2387.500666666667
64101,950,1,7/1/2014,645,1,1,0,0,7776.94
388405,148,1,2/10/2015,828,1,0,0,0,7417.42
524083,890,6,11/3/2013,0,0,0,0,0,0
104975,215,5,3/14/2015,446,1,0,0,0,5206.83
602461,879,3,1/23/2014,349,1,1,0,0,3767.43
608599,441,2,12/18/2013,791,1,1,0,0,8184.13
625242,447,3,7/16/2015,624,1,1,0,0,5725.446666666667
152263,81,4,7/26/2013,567,1,0,0,0,6469.91
104083,725,1,4/29/2014,570,1,1,0,1,5970.88
518108,516,1,2/26/2013,700,1,0,0,0,4891.27
140571,919,4,2/20/2015,670,1,1,0,1,6381.63
325059,353,1,4/30/2013,1396,1,1,0,0,5661.28
687850,1005,4,3/22/2013,987,1,1,0,0,6765.09
368245,410,6,6/21/2015,0,0,0,0,0,0
403716,251,1,4/15/2014,2820,1,1,0,1,23292.33
294451,654,4,8/2/2013,649,1,1,0,1,6647.64
584306,293,6,7/19/2015,0,0,0,0,0,0
254584,613,0,2/3/2014,1281,1,1,0,0,11516.26
174507,397,5,2/8/2014,593,1,0,0,0,4269.5408333333335
679550,524,0,7/6/2015,970,1,0,0,0,9354.21
1030,951,4,8/2/2013,681,1,1,0,1,7781.84
433941,843,1,12/2/2014,1247,1,1,0,0,13606.57
266478,881,1,1/29/2013,452,1,0,0,0,2702.64
562925,443,3,5/28/2015,480,1,0,0,0,4659.89
339697,459,3,4/18/2013,1020,1,0,0,0,7159.28
592428,37,4,9/27/2013,880,1,1,0,0,8564.17
94891,894,3,4/10/2014,840,1,0,0,0,5820.11
140156,766,2,7/29/2015,658,1,1,0,0,7664.82
692042,334,3,4/24/2014,482,1,0,0,1,3984.7
686302,1002,0,9/2/2013,746,1,0,0,0,6645.2
626793,875,4,10/18/2013,419,1,0,0,1,3981.35
209991,8,2,12/4/2013,716,1,1,0,0,7802.54
42948,143,1,10/29/2013,426,1,0,0,0,4153.45
218410,860,6,6/8/2014,0,0,0,0,0,0
408870,386,4,2/8/2013,712,1,1,0,0,9547.38
378195,689,6,7/20/2014,0,0,0,0,0,0
470302,54,4,3/8/2013,829,1,1,0,0,8912.28
572715,871,3,4/25/2013,385,1,1,0,0,4307.68
251906,7,1,4/15/2014,1381,1,1,0,0,11295.93
17693,964,5,2/14/2015,1340,1,0,0,0,8496.1
537881,1020,6,10/27/2013,0,0,0,0,0,0
123947,907,1,1/8/2013,832,1,1,0,0,7189.6
213671,106,6,9/8/2013,0,0,0,0,0,0
616707,362,1,4/28/2015,1344,1,1,0,0,12057.33
155838,991,3,3/12/2015,480,1,0,0,0,4709.08
272254,689,1,4/29/2014,756,1,1,0,0,8358
321106,710,2,2/11/2015,310,1,0,0,0,3367.68
453283,348,1,8/13/2013,850,1,1,0,1,9142.07
574559,470,2,5/22/2013,1452,1,0,0,0,9779.87
295007,1025,2,1/1/2014,0,0,0,1,1,0
527017,200,1,3/19/2013,993,1,1,0,0,8694.94
182271,606,0,10/20/2014,727,1,1,0,1,8011.71
85537,384,1,2/18/2014,1150,1,1,0,1,10450.28
18820,497,1,3/12/2013,670,1,0,0,0,5236.62
423100,1115,2,4/16/2014,528,1,1,0,1,7815.27
651204,363,3,9/26/2013,912,1,1,0,0,7281.66
399339,12,6,3/9/2014,0,0,0,0,0,0
266767,845,4,4/17/2015,383,1,1,0,0,5096.07
246413,326,4,3/7/2014,448,1,1,0,0,5399.64
283318,478,1,7/7/2015,622,1,0,0,0,5718.08
325644,116,3,8/14/2014,674,1,0,0,1,5612.69
178749,140,5,11/23/2013,804,1,0,0,0,6428.42
134735,503,3,2/7/2013,491,1,1,0,1,6593.08
567108,719,0,3/9/2015,378,1,0,0,0,4065.08
389821,368,4,7/25/2014,556,1,0,0,0,6217.036666666668
303699,770,6,3/15/2015,0,0,0,0,0,0
286489,607,4,7/5/2013,472,1,1,0,0,4672.55
40383,5,6,3/15/2015,0,0,0,0,0,0
533156,726,1,3/19/2013,1286,1,1,0,0,12865.68
47084,587,4,2/7/2014,712,1,1,0,0,10603.69
383491,526,0,9/8/2014,1322,1,0,0,0,8424.73
395729,630,0,7/28/2014,997,1,1,0,1,9651.82
625517,978,6,3/24/2013,0,0,0,0,0,0
333918,427,0,5/13/2013,971,1,1,0,0,10228.326666666668
570339,84,3,8/15/2013,1210,1,1,0,1,10741.79
58146,1075,0,3/3/2014,1317,1,1,0,0,14050.52
423922,1029,0,1/19/2015,968,1,0,0,0,6704.12
379491,741,4,11/8/2013,925,1,1,0,0,7870.09
105496,2,5,7/18/2015,359,1,0,0,0,2767.646666666666
275153,817,4,11/21/2014,2892,1,0,0,0,19656.9
178551,919,3,7/30/2015,775,1,1,0,0,6577.8
419941,256,0,5/27/2013,1657,1,1,0,0,15896.18
253259,78,0,2/23/2015,394,1,0,0,0,2496.1
89128,704,0,2/10/2014,1166,1,0,0,0,10279.55
220385,955,1,1/28/2014,372,1,0,0,0,3417.3559999999998
255722,829,5,6/1/2013,877,1,0,0,0,6745.09
310418,23,3,2/6/2014,488,1,1,0,0,5640.528333333334
144268,1027,3,8/1/2013,1936,1,1,0,1,17212.76
532778,234,0,6/17/2013,1329,1,1,0,0,15526.73
590227,692,1,8/6/2013,754,1,0,0,1,5328.36
323760,500,4,1/3/2014,350,1,0,0,1,4249.48
446477,849,2,8/20/2014,920,1,1,0,1,8742.94
138480,917,5,4/12/2014,441,1,0,0,0,4046.18
184216,273,3,1/29/2015,717,1,1,0,0,7366.74
116985,971,2,3/27/2013,1194,1,1,0,1,11077.36
597554,229,1,2/10/2015,632,1,0,0,0,6644.78
397960,1012,5,5/16/2015,514,1,0,0,0,5415.03
383651,302,3,6/5/2014,346,1,1,0,0,4199.886666666666
158366,787,1,1/27/2015,1096,1,1,0,0,9669.52
601,504,1,11/4/2014,1064,1,1,0,1,9036.08
213754,982,0,11/4/2013,1047,1,1,0,0,12684.45
33911,743,1,1/20/2015,344,1,0,0,0,2744.63
318831,469,1,5/14/2013,1609,1,1,0,0,13575.98
164756,1062,6,3/16/2014,0,0,0,0,0,0
87241,440,0,7/14/2014,680,1,1,0,0,8235.91
643353,979,4,7/18/2014,642,1,1,0,0,6465.65
17215,468,2,2/4/2015,649,1,1,0,0,6441.45
615228,386,3,3/5/2015,559,1,1,0,0,6512.53
378571,1077,2,4/2/2014,550,1,1,0,0,5269.42
114968,441,1,6/11/2013,550,1,0,0,0,4291.44
706140,627,4,6/12/2015,483,1,0,0,0,4987.07
310928,300,6,6/14/2015,0,0,0,0,0,0
28379,345,1,3/4/2014,452,1,1,0,1,5674.53
531991,405,0,3/25/2013,828,1,1,0,1,9076.23
318274,955,1,8/6/2013,326,1,0,0,1,2847.78
225680,278,0,7/6/2015,861,1,0,0,0,7028.3966666666665
274067,332,5,10/5/2013,233,1,0,0,0,1757.33
377569,990,1,6/17/2014,523,1,1,0,0,5977.37
51200,462,4,6/27/2014,589,1,0,0,0,5607.61
636171,732,3,10/2/2014,799,1,1,0,0,7357.04
629678,1115,2,10/23/2013,357,1,1,0,1,5408.13
437156,259,6,3/15/2015,2813,1,0,0,0,15309.35
81816,669,6,6/29/2014,0,0,0,0,0,0
346723,138,1,1/14/2014,657,1,0,0,0,5746.03
139235,9,4,6/7/2013,544,1,1,0,0,5804.92
583474,294,1,11/11/2014,909,1,1,0,0,7680.04
419605,215,4,12/27/2013,621,1,0,0,1,6607.58
489512,1008,0,4/14/2014,859,1,1,0,0,7733.24
290440,59,1,10/21/2014,630,1,1,0,0,7095.9
382704,584,1,12/16/2014,589,1,1,0,0,7218.04
630944,1079,6,5/17/2015,0,0,0,0,0,0
508018,548,5,6/7/2014,381,1,0,0,0,4117.005
534860,1109,6,2/16/2014,0,0,0,0,0,0
584837,585,4,2/14/2014,1128,1,0,0,0,8459.21
49806,475,1,4/14/2015,1007,1,1,0,0,7450.53
710412,880,3,9/4/2014,763,1,1,0,1,7355.27
352957,586,3,5/23/2013,1668,1,0,0,0,9914.41
403315,861,0,6/1/2015,656,1,1,0,0,5461.23
145841,40,2,2/13/2013,540,1,0,0,0,3767.8
445767,501,2,3/19/2014,683,1,1,0,0,6110.7
253642,976,3,12/25/2014,0,0,0,1,1,0
79453,422,0,12/15/2014,663,1,1,0,0,7983.496000000001
301477,853,2,6/18/2014,1182,1,1,0,1,11206.386666666665
150553,780,2,4/22/2015,662,1,0,0,0,4919.95
60555,347,2,4/17/2013,265,1,0,0,0,3119.83
387715,1028,2,4/16/2014,682,1,1,0,1,6633.88
455208,749,5,12/21/2013,514,1,0,0,0,5153.68
685498,930,0,3/3/2014,1545,1,1,0,0,12395.75
39734,504,0,1/19/2015,972,1,0,0,0,6386.84
172065,346,5,3/28/2015,478,1,0,0,0,5101.88
480527,988,4,3/22/2013,713,1,1,0,0,5293.79
16645,174,1,6/11/2013,423,1,0,0,0,4926.79
266055,355,2,3/11/2015,1019,1,0,0,0,7764.45
16305,149,3,10/24/2013,527,1,1,0,0,5927.52
81023,574,5,3/8/2014,609,1,0,0,0,7132.98
360282,956,1,4/15/2014,621,1,1,0,1,5210.13
287519,906,3,4/17/2014,1685,1,1,0,1,15489.13
389970,165,1,5/14/2013,513,1,1,0,0,5836.01
69177,325,5,3/15/2014,484,1,0,0,0,4626.86
72162,977,3,8/29/2013,537,1,1,0,1,5431.876666666667
437285,207,5,2/2/2013,1096,1,0,0,0,8714.93
32806,198,1,4/8/2014,317,1,0,0,0,2173.9933333333333
530746,9,4,9/12/2014,543,1,0,0,0,5247.536666666668
189561,544,5,9/13/2014,1298,1,0,0,0,8917.24
364758,1097,5,6/27/2015,1904,1,0,0,0,7018.39
637354,859,5,9/28/2013,733,1,0,0,0,6718.855
650908,205,0,2/3/2014,1180,1,1,0,1,11626.53
159272,624,0,6/15/2015,906,1,1,0,0,10011.04
55732,127,5,1/3/2015,680,1,0,0,0,4710.67
510549,521,5,4/27/2013,374,1,0,0,0,3806.316666666666
6503,87,6,8/18/2013,0,0,0,0,0,0
689086,526,0,8/25/2014,1390,1,0,0,1,9020.88
266585,1057,1,7/29/2014,564,1,1,0,1,6379.99
457292,454,3,5/9/2013,0,0,0,1,0,0
37507,839,1,5/6/2014,822,1,1,0,0,7981.49
20155,762,2,3/18/2015,408,1,1,0,0,4309.82
405040,200,1,6/30/2015,1164,1,1,0,1,10828.13
250992,627,1,8/26/2014,420,1,0,0,1,3756.74
539270,341,1,5/26/2015,827,1,0,0,1,8000.7
397023,601,4,8/9/2013,376,1,0,0,1,4332.26
32081,823,1,3/10/2015,535,1,0,0,0,4840.183333333333
327376,850,0,5/6/2013,564,1,0,0,0,4763.22
650136,395,0,12/22/2014,867,1,0,0,1,10029.13
583983,96,0,7/8/2013,528,1,0,0,0,4472.16
423697,295,4,12/19/2014,827,1,1,0,0,9027.03
387542,1057,3,11/20/2014,574,1,0,0,0,5076.69
273617,43,4,3/7/2014,780,1,1,0,0,8366.78
558010,843,5,11/15/2014,1124,1,0,0,0,9180.24
229336,947,5,6/7/2014,1359,1,0,0,0,8951.197142857143
177277,1000,3,5/16/2013,779,1,1,0,0,8833
227636,429,3,3/27/2014,351,1,0,0,0,4003.04
13642,813,5,3/2/2013,498,1,0,0,0,4401.49
430093,170,3,12/5/2013,483,1,1,0,0,5159.12
453800,681,6,2/22/2015,0,0,0,0,0,0
1398,897,1,10/1/2013,276,1,0,0,0,2419.05
634709,540,4,5/29/2015,421,1,0,0,1,5491.92
640743,417,6,3/16/2014,0,0,0,0,0,0
492817,813,3,5/28/2015,532,1,0,0,1,4452.53
485455,919,5,4/11/2015,418,1,0,0,0,3360.14
700580,481,6,9/15/2013,0,0,0,0,0,0
337245,291,6,9/8/2013,0,0,0,0,0,0
213992,1080,1,3/19/2013,923,1,1,0,0,11269.34
55177,698,0,10/20/2014,2187,1,1,0,1,18821.286666666667
318856,340,0,12/30/2013,842,1,0,0,1,7544.18
560579,704,1,4/15/2014,1412,1,1,0,1,14974.61
343977,583,5,4/6/2013,273,1,0,0,0,2510.62
576659,470,3,5/15/2014,1302,1,0,0,0,9048.26
586411,802,5,7/26/2014,448,1,0,0,0,5241.83
44590,321,0,2/3/2014,705,1,1,0,0,8061.56
645419,558,5,1/4/2014,491,1,0,0,0,4233.2
478807,31,6,2/1/2015,0,0,0,0,0,0
68462,626,1,8/13/2013,959,1,1,0,1,10489.18
402745,764,6,10/20/2013,0,0,0,0,0,0
276391,1040,5,12/28/2013,692,1,0,0,0,7029.36
444176,1098,2,8/13/2014,663,1,0,0,1,4647.37
515877,744,3,9/5/2013,0,0,0,0,1,0
625226,1114,5,1/24/2015,2896,1,0,0,0,18638.98
512005,35,5,10/18/2014,582,1,0,0,0,6535.93
184930,198,0,4/8/2013,592,1,1,0,0,7212.54
72149,71,0,6/1/2015,912,1,1,0,0,12364.19
458838,748,5,2/9/2013,507,1,0,0,0,5646.815333333335
155770,608,0,7/29/2013,1325,1,1,0,1,13753.81
19597,953,3,1/3/2013,613,1,0,0,1,5563.86
100889,816,1,12/9/2014,741,1,0,0,0,7321.71
662674,1026,1,1/8/2013,1461,1,1,0,0,13099.12
607811,1005,3,10/31/2013,1133,1,0,0,1,7935.26
213744,248,0,7/20/2015,1145,1,0,0,1,7988.08
483072,819,4,8/29/2014,654,1,0,0,0,5771.13
387819,504,0,5/27/2013,1016,1,1,0,0,8800.3
43673,610,2,10/15/2014,408,1,0,0,1,3259.33
651963,790,6,3/31/2013,0,0,0,0,0,0
117180,283,2,5/21/2014,684,1,1,0,0,7247.11
221949,312,1,4/23/2013,602,1,1,0,0,6785.29
542560,64,6,10/13/2013,0,0,0,0,0,0
410413,506,0,5/19/2014,1084,1,1,0,0,11611.76
156455,464,2,2/20/2013,1177,1,1,0,0,9639.08
219988,1095,3,12/19/2013,1046,1,1,0,0,11400.59
350687,508,4,2/27/2015,786,1,0,0,0,7450.86
528358,669,1,1/7/2014,496,1,1,0,0,5118.32
580312,907,6,7/6/2014,0,0,0,0,0,0
408062,40,2,7/3/2013,594,1,1,0,0,5355.545
560951,1062,2,1/22/2014,592,1,1,0,0,6822.63
178659,817,2,7/24/2013,3331,1,0,0,1,21249.85
515137,60,4,11/8/2013,769,1,1,0,0,8741.12
180718,261,4,5/2/2014,1433,1,1,0,1,13410.32
22019,154,6,12/8/2013,0,0,0,0,0,0
609626,200,1,7/30/2013,1055,1,1,0,1,10419.84
93371,128,6,7/13/2014,0,0,0,0,0,0
128206,631,2,3/4/2015,671,1,1,0,0,6602.31
29378,540,2,12/25/2013,0,0,0,1,1,0
305097,146,2,4/9/2014,672,1,0,0,0,6514.91
667340,742,0,10/28/2013,678,1,0,0,1,5808.4
341026,249,4,3/28/2014,497,1,0,0,0,4984.27
184047,931,0,3/4/2013,514,1,1,0,0,5518.34
3048,369,1,1/27/2015,511,1,1,0,0,6110.694
346928,300,0,10/13/2014,834,1,0,0,0,6651.86
338919,989,3,2/12/2015,557,1,0,0,0,4827.13
97497,158,0,6/30/2014,539,1,1,0,0,9046.39
224144,870,4,2/14/2014,879,1,0,0,0,7076.31
203064,745,6,7/20/2014,0,0,0,0,0,0
369903,727,6,4/27/2014,0,0,0,0,0,0
83948,1074,3,11/21/2013,701,1,1,0,0,6576.539702380952
338417,495,2,10/23/2013,380,1,1,0,0,5071.18
673896,323,3,3/14/2013,560,1,0,0,0,6070.25
414371,503,1,3/11/2014,351,1,0,0,0,4442.94
451135,395,5,9/28/2013,329,1,0,0,0,2368.085
117135,810,5,6/6/2015,481,1,0,0,0,5399.42
107296,219,3,5/9/2013,0,0,0,1,0,0
668694,694,0,5/18/2015,942,1,1,0,0,11048.63
299317,994,6,10/13/2013,0,0,0,0,0,0
530539,722,0,6/1/2015,2065,1,1,0,0,18319.14833333333
430826,22,5,12/21/2013,563,1,0,0,0,5797.99
266600,495,3,12/4/2014,436,1,1,0,0,6323.11
197838,376,0,3/2/2015,1207,1,1,0,0,11921.4
235510,668,3,7/25/2013,941,1,0,0,1,6822.2375
145976,534,5,7/25/2015,501,1,0,0,0,4671.45
42171,642,2,10/23/2013,482,1,1,0,1,4163.27
648895,664,4,8/15/2014,544,1,0,0,1,4791.84
300102,537,1,9/10/2013,581,1,1,0,0,6332.68
547890,493,4,1/16/2015,929,1,1,0,0,9586.06
579585,670,6,4/13/2014,0,0,0,0,0,0
585332,1043,1,12/31/2013,531,1,0,0,1,3935.41
493111,772,6,1/27/2013,0,0,0,0,0,0
30751,63,6,12/8/2013,0,0,0,0,0,0
340726,1066,4,6/19/2015,1107,1,1,0,0,11353.7
22958,967,2,5/28/2014,1037,1,0,0,0,8510.59
193658,702,0,4/6/2015,0,0,0,1,1,0
147193,940,5,6/22/2013,571,1,0,0,0,5421.76
33582,468,0,3/25/2013,1055,1,1,0,1,11442.38
170500,729,5,8/10/2013,804,1,0,0,0,6966.67
552313,487,1,7/9/2013,509,1,0,0,1,4581.53
678225,1078,2,12/24/2014,357,1,0,0,1,3818.98
78971,826,5,10/18/2014,499,1,0,0,0,4805.46
287306,536,0,2/16/2015,862,1,1,0,0,8685.98
331800,370,2,6/11/2014,613,1,0,0,0,7040.75
351255,94,4,1/17/2014,551,1,0,0,0,5275.81
633725,78,0,9/23/2013,579,1,1,0,0,5701.55
424419,8,6,6/16/2013,0,0,0,0,0,0
305055,722,4,4/25/2014,1450,1,0,0,0,8245.29
546220,365,1,5/26/2015,574,1,0,0,1,4778.189333333334
361956,686,2,9/11/2013,838,1,1,0,0,7440.49
698026,1106,0,3/10/2014,541,1,0,0,0,4325.48
177441,545,1,7/14/2015,1125,1,1,0,1,12636.26
137221,49,4,11/21/2014,475,1,0,0,0,5804.36
508126,888,1,5/5/2015,725,1,1,0,0,8099.79
504653,511,1,9/23/2014,693,1,0,0,0,4914.77
319637,1050,4,1/17/2014,453,1,0,0,0,5779.06
573831,588,2,4/24/2013,600,1,1,0,0,6051.5216666666665
164147,104,0,6/9/2014,0,0,0,1,0,0
689087,222,1,11/18/2014,546,1,0,0,0,5179.32
247831,926,3,2/12/2015,229,1,0,0,0,2419.06
185454,402,6,5/18/2014,0,0,0,0,0,0
477788,18,0,11/4/2013,925,1,1,0,0,9907.99
304057,897,5,10/26/2013,413,1,0,0,0,3504.38
223885,177,4,5/29/2015,500,1,0,0,0,5033.72
633666,277,1,4/23/2013,554,1,1,0,0,6938.72
28177,794,2,4/8/2015,569,1,0,0,1,3761.58
709728,861,2,11/5/2014,587,1,1,0,0,4424.17
322136,892,0,7/14/2014,1085,1,1,0,0,11356.72
61528,743,3,2/12/2015,389,1,0,0,1,3290.99
560203,398,1,4/8/2014,538,1,0,0,0,4512.25
337215,317,5,2/7/2015,665,1,0,0,0,5619.922666666667
299671,728,4,11/1/2013,0,0,0,1,0,0
224497,599,3,6/19/2014,898,1,1,0,0,9944.95
405237,1008,6,11/9/2014,0,0,0,0,0,0
491356,842,2,4/22/2015,891,1,0,0,0,12967.15
188250,340,4,7/4/2014,714,1,1,0,0,6221.33
334652,968,3,12/18/2014,1063,1,1,0,0,10267.56
231093,297,4,6/27/2014,655,1,0,0,0,6239.28
133802,963,3,1/30/2014,1054,1,0,0,0,9569.28
338748,125,6,7/6/2014,0,0,0,0,0,0
254681,302,3,6/4/2015,0,0,1,1,0,0
334926,809,2,7/24/2013,687,1,0,0,1,7012.57
449690,103,3,5/14/2015,0,0,0,1,0,0
244175,862,5,4/6/2013,815,1,0,0,0,6338.797666666666
190709,993,6,3/10/2013,0,0,0,0,0,0
71654,1000,6,6/15/2014,0,0,0,0,0,0
519766,1103,6,3/9/2014,0,0,0,0,0,0
442354,163,6,3/23/2014,0,0,0,0,0,0
637038,361,4,6/12/2015,565,1,0,0,0,5057.81
60247,594,0,7/22/2013,453,1,0,0,1,3828.16
537022,1106,2,6/5/2013,522,1,1,0,0,4973.36
69805,1069,0,11/11/2013,737,1,0,0,0,5645.43
228344,117,1,7/9/2013,484,1,0,0,0,3763.455
21470,975,0,12/2/2013,1038,1,1,0,0,13207.59
678975,1007,6,8/17/2014,0,0,0,0,0,0
524630,496,5,12/13/2014,864,1,0,0,0,7102.79
229434,906,0,9/1/2014,1626,1,1,0,1,15758.21
109525,419,0,8/5/2013,962,1,0,0,0,6637.53
491623,744,5,3/30/2013,975,1,0,0,0,9654.17
234304,783,2,2/20/2013,609,1,1,0,1,6286.94
304063,330,1,5/27/2014,280,1,0,0,0,2925.64
81283,451,5,3/15/2014,468,1,0,0,0,5282.763333333332
459196,267,4,1/16/2015,1011,1,1,0,0,8471.82
691785,366,0,4/1/2013,0,0,0,1,0,0
646518,985,6,5/31/2015,0,0,0,0,0,0
458869,455,4,10/10/2014,549,1,1,0,0,7496.3
499009,653,6,3/2/2014,0,0,0,0,0,0
186964,23,4,10/17/2014,468,1,0,0,0,4911.82
260985,63,1,4/29/2014,668,1,1,0,1,8025.58
693297,709,6,3/9/2014,0,0,0,0,0,0
547175,845,0,4/15/2013,281,1,0,0,0,3372.49
665338,386,5,9/28/2013,625,1,0,0,0,6554.41
183311,411,3,1/15/2015,642,1,1,0,0,8254.72
581192,672,0,3/23/2015,1095,1,0,0,0,6983.92
294184,722,4,5/16/2014,1505,1,0,0,0,8885.38
655549,1015,0,9/30/2013,473,1,0,0,0,4973.19
198338,909,0,3/31/2014,1395,1,1,0,0,14091.71
479515,281,0,3/3/2014,646,1,1,0,0,8051.16
22142,146,1,12/3/2013,812,1,1,0,0,9961.61
453684,402,1,8/6/2013,516,1,0,0,1,4434.99
517937,93,1,6/2/2015,772,1,1,0,0,8626.61
190342,47,0,3/31/2014,1320,1,1,0,0,13019.53
620239,632,5,6/13/2015,971,1,0,0,0,7618.35
241981,1064,1,4/23/2013,1147,1,1,0,0,10477.3
655161,707,0,6/23/2014,897,1,0,0,0,7134.59
261117,1063,3,3/26/2015,515,1,0,0,0,3940.55
457026,70,5,5/24/2014,557,1,0,0,0,5520.738333333333
375180,910,0,10/20/2014,727,1,1,0,0,7016.93
226958,23,0,1/20/2014,655,1,1,0,0,8109.43
585860,297,6,7/14/2013,0,0,0,0,0,0
190188,1037,2,4/23/2014,764,1,0,0,1,5968.77
444376,996,6,1/12/2014,0,0,0,0,0,0
308744,862,3,10/30/2014,1214,1,0,0,0,8399.61
123680,160,1,3/3/2015,569,1,1,0,0,7061.8
709703,935,4,10/3/2014,0,0,1,1,0,0
231377,669,1,4/29/2014,368,1,1,0,0,4414.59
235125,855,5,12/28/2013,438,1,0,0,0,3725.84
397092,645,4,7/18/2014,1182,1,1,0,0,10046.48
137015,40,4,1/24/2014,619,1,1,0,0,5229.26
132264,37,5,5/3/2014,924,1,0,0,0,8143.91
118149,129,2,11/13/2013,1016,1,0,0,0,7648.28
44094,567,3,11/13/2014,634,1,1,0,0,5624.35
589069,95,5,3/29/2014,499,1,0,0,0,4679.25
43588,689,6,9/22/2013,0,0,0,0,0,0
336654,73,6,10/19/2014,0,0,0,0,0,0
400152,746,4,1/3/2014,445,1,0,0,1,4803.86
700023,514,6,5/18/2014,0,0,0,0,0,0
